,$\tilde{\beta}$,$\theta$
0,0.34117114543914795,-0.3544323742389679
1,0.25675061345100403,-0.41401147842407227
2,0.23486515879631042,-0.3296956419944763
3,0.2392463982105255,-0.30746573209762573
4,0.32213085889816284,-0.3860483169555664
5,0.276956707239151,-0.35683831572532654
6,0.3202333152294159,-0.31882646679878235
7,0.36473801732063293,-0.29752716422080994
8,0.3233523964881897,-0.3145403265953064
9,0.31438255310058594,-0.31217288970947266
10,0.32893800735473633,-0.31126874685287476
11,0.37098032236099243,-0.24509721994400024
12,0.3425241708755493,-0.2868475615978241
13,0.30178651213645935,-0.3047392964363098
14,0.3274344503879547,-0.19043517112731934
15,0.29199767112731934,-0.26534807682037354
16,0.3824916481971741,-0.23850926756858826
17,0.258004754781723,-0.2744927704334259
18,0.32420557737350464,-0.35936129093170166
19,0.3039219379425049,-0.31214842200279236
20,0.3250669240951538,-0.31177401542663574
21,0.2642834782600403,-0.3493375778198242
22,0.24851703643798828,-0.2916886806488037
23,0.35708990693092346,-0.32770827412605286
24,0.2741139829158783,-0.39299941062927246
25,0.3071065843105316,-0.3848886787891388
26,0.3064061105251312,-0.233707994222641
27,0.3231556713581085,-0.29952049255371094
28,0.3302463889122009,-0.28308185935020447
29,0.368429958820343,-0.2744831442832947
30,0.17719215154647827,-0.2029234766960144
31,0.2928738296031952,-0.33550524711608887
32,0.39443573355674744,-0.337737500667572
33,0.3825412690639496,-0.19452396035194397
34,0.2847820222377777,-0.28893062472343445
35,0.28137141466140747,-0.26094213128089905
36,0.3466099202632904,-0.2512822151184082
37,0.3861187994480133,-0.2959955930709839
38,0.30075889825820923,-0.3827083706855774
39,0.37470686435699463,-0.2919197082519531
40,0.34396278858184814,-0.26742711663246155
41,0.2528137266635895,-0.32265472412109375
42,0.32242587208747864,-0.25032350420951843
43,0.28671884536743164,-0.26787739992141724
44,0.3475062847137451,-0.3392100930213928
45,0.32552891969680786,-0.27566248178482056
46,0.28014761209487915,-0.3114137053489685
47,0.18622009456157684,-0.22519060969352722
48,0.31084388494491577,-0.32529744505882263
49,0.36759015917778015,-0.27597731351852417
50,0.3421529233455658,-0.37688058614730835
51,0.2236134111881256,-0.3314688503742218
52,0.3013015687465668,-0.3115954101085663
53,0.25959062576293945,-0.2905801236629486
54,0.3993149399757385,-0.3732175827026367
55,0.2703517973423004,-0.3025386333465576
56,0.3320752680301666,-0.2024640291929245
57,0.3513300120830536,-0.384707510471344
58,0.2345738708972931,-0.27732107043266296
59,0.27677711844444275,-0.3300682008266449
60,0.27541017532348633,-0.35006681084632874
61,0.3033662438392639,-0.2693118751049042
62,0.33836930990219116,-0.3511464595794678
63,0.29494065046310425,-0.39400848746299744
64,0.24345366656780243,-0.3164229094982147
65,0.27786657214164734,-0.35457032918930054
66,0.2761138379573822,-0.3553846478462219
67,0.22743889689445496,-0.2904316186904907
68,0.26812878251075745,-0.31177911162376404
69,0.362096905708313,-0.23856274783611298
70,0.2794817090034485,-0.30544403195381165
71,0.2938655614852905,-0.3039921820163727
72,0.263446182012558,-0.2525119185447693
73,0.26124581694602966,-0.23094958066940308
74,0.3262932598590851,-0.24516212940216064
75,0.3078385293483734,-0.31534308195114136
76,0.2591908276081085,-0.3009036183357239
77,0.28041014075279236,-0.3028481900691986
78,0.26570194959640503,-0.2670292556285858
79,0.2172894924879074,-0.3572704792022705
80,0.2946341931819916,-0.29145509004592896
81,0.30734696984291077,-0.3416898250579834
82,0.23618735373020172,-0.2575821578502655
83,0.2638651728630066,-0.28038936853408813
84,0.37009915709495544,-0.2365541160106659
85,0.35364875197410583,-0.23547039926052094
86,0.3375890254974365,-0.31232568621635437
87,0.2693929076194763,-0.2525559067726135
88,0.2996049225330353,-0.2415214478969574
89,0.2811213433742523,-0.2861816883087158
90,0.33727747201919556,-0.28904902935028076
91,0.34168073534965515,-0.37848392128944397
92,0.22433799505233765,-0.3666703999042511
93,0.2447604387998581,-0.2999132573604584
94,0.35358545184135437,-0.2896622121334076
95,0.2882891297340393,-0.2999676764011383
96,0.29582133889198303,-0.3464313745498657
97,0.2782895863056183,-0.33972910046577454
98,0.35536321997642517,-0.27313268184661865
99,0.4015790522098541,-0.3088234066963196
100,0.24620716273784637,-0.31684306263923645
101,0.27088263630867004,-0.2170592099428177
102,0.2610417604446411,-0.3097530007362366
103,0.34099340438842773,-0.3973381519317627
104,0.26718470454216003,-0.272983193397522
105,0.2680503726005554,-0.3021053671836853
106,0.2875335216522217,-0.22247400879859924
107,0.24711264669895172,-0.2739444077014923
108,0.34844204783439636,-0.35110044479370117
109,0.3287963271141052,-0.30555087327957153
110,0.23512360453605652,-0.3443562984466553
111,0.40022003650665283,-0.21282309293746948
112,0.2457476705312729,-0.32977113127708435
113,0.32410234212875366,-0.38232770562171936
114,0.3101307451725006,-0.3622561991214752
115,0.3222696781158447,-0.3873085081577301
116,0.2709848880767822,-0.32253164052963257
117,0.334044873714447,-0.3061756491661072
118,0.3073444068431854,-0.29452061653137207
119,0.25676921010017395,-0.3249782919883728
120,0.35106027126312256,-0.22387540340423584
121,0.3817046880722046,-0.3073531687259674
122,0.34380561113357544,-0.2954954504966736
123,0.3678486943244934,-0.33679553866386414
124,0.4079841375350952,-0.2842716574668884
125,0.3126404583454132,-0.22541165351867676
126,0.23488634824752808,-0.32695385813713074
127,0.28937819600105286,-0.41130131483078003
128,0.3333742022514343,-0.37664881348609924
129,0.27450433373451233,-0.3257755935192108
130,0.43681448698043823,-0.33425551652908325
131,0.3619404733181,-0.3422248363494873
132,0.22603094577789307,-0.3253728449344635
133,0.32248300313949585,-0.2176181524991989
134,0.23433074355125427,-0.26104670763015747
135,0.27480411529541016,-0.31837373971939087
136,0.25031810998916626,-0.3867228031158447
137,0.2867873013019562,-0.3596750497817993
138,0.19911688566207886,-0.2921770513057709
139,0.3277645409107208,-0.19317089021205902
140,0.3828461766242981,-0.26200270652770996
141,0.3551030158996582,-0.3283744156360626
142,0.32844021916389465,-0.32944080233573914
143,0.27856817841529846,-0.3373742997646332
144,0.33258041739463806,-0.24116602540016174
145,0.3127153515815735,-0.3090784549713135
146,0.3784085512161255,-0.28953787684440613
147,0.26416683197021484,-0.24911615252494812
148,0.2945823073387146,-0.30169832706451416
149,0.32029905915260315,-0.31020644307136536
150,0.28232085704803467,-0.21627458930015564
151,0.37403929233551025,-0.4174606502056122
152,0.33190566301345825,-0.3013867735862732
153,0.19702714681625366,-0.2930426597595215
154,0.24853254854679108,-0.2718060314655304
155,0.39851826429367065,-0.3221263289451599
156,0.33471664786338806,-0.32047805190086365
157,0.2707939147949219,-0.27387961745262146
158,0.12932200729846954,-0.3173966109752655
159,0.3291255831718445,-0.3894784152507782
160,0.32427141070365906,-0.24713371694087982
161,0.350279837846756,-0.31153804063796997
