,subject,parameter,value,ID
14293,29,$\theta$,0.07270272076129913,01449
14294,30,$\theta$,-0.34321531653404236,01456
14295,31,$\theta$,-0.8195662498474121,01457
14296,32,$\theta$,-0.6938259601593018,01460
14297,33,$\theta$,-0.839564323425293,01510
14298,34,$\theta$,-0.6907720565795898,01549
14299,35,$\theta$,-0.07867307960987091,01559
14300,36,$\theta$,0.2038695216178894,01560
14301,37,$\theta$,-0.935741662979126,01614
14302,38,$\theta$,-0.17105819284915924,01619
14303,39,$\theta$,-0.11661988496780396,01622
14304,40,$\theta$,-0.34640976786613464,01630
14305,41,$\theta$,-0.45717042684555054,01646
14306,42,$\theta$,-0.6002740859985352,01647
14307,43,$\theta$,-0.4229954183101654,01725
14308,44,$\theta$,-1.138854742050171,01840
14309,45,$\theta$,-0.12236432731151581,01861
14310,1,$\theta$,-0.8837984800338745,00390
14311,2,$\theta$,-0.6083390116691589,00513
14312,3,$\theta$,0.3633258044719696,01101
14313,4,$\theta$,-0.7015416622161865,01102
14314,5,$\theta$,-0.08099483698606491,01104
14315,6,$\theta$,-0.11239641904830933,01118
14316,7,$\theta$,-0.38137832283973694,01129
14317,8,$\theta$,-1.0176111459732056,01261
14318,9,$\theta$,-0.07998193800449371,01268
14319,10,$\theta$,-0.6428283452987671,01271
14320,11,$\theta$,-0.3726148009300232,01272
14321,12,$\theta$,-0.1705228090286255,01281
14322,13,$\theta$,-0.27486011385917664,01293
14323,14,$\theta$,-0.08121985197067261,01323
14324,15,$\theta$,0.06412208080291748,01332
14325,16,$\theta$,-0.2895630896091461,01334
14326,17,$\theta$,-0.49068719148635864,01335
14327,18,$\theta$,0.15521422028541565,01344
14328,19,$\theta$,-0.7029333114624023,01351
14329,20,$\theta$,-0.3817269206047058,01354
14330,21,$\theta$,-0.10670237243175507,01355
14331,22,$\theta$,-0.23524045944213867,01356
14332,23,$\theta$,-0.29794424772262573,01357
14333,24,$\theta$,-0.5790832042694092,01358
14334,25,$\theta$,0.16126683354377747,01362
14335,26,$\theta$,0.10954813659191132,01379
14336,27,$\theta$,-0.1505686491727829,01390
14337,28,$\theta$,-0.8543972969055176,01443
14338,29,$\theta$,-0.06172342598438263,01449
14339,30,$\theta$,-0.331601619720459,01456
14340,31,$\theta$,-0.812606930732727,01457
14341,32,$\theta$,-0.9574958086013794,01460
14342,33,$\theta$,-0.6933920383453369,01510
14343,34,$\theta$,-0.412458598613739,01549
14344,35,$\theta$,-0.004659779369831085,01559
14345,36,$\theta$,0.32209107279777527,01560
14346,37,$\theta$,-0.8924394845962524,01614
14347,38,$\theta$,-0.4569826126098633,01619
14348,39,$\theta$,-0.5440728068351746,01622
14349,40,$\theta$,-0.2491500824689865,01630
14350,41,$\theta$,-0.4613330662250519,01646
14351,42,$\theta$,-0.5915932655334473,01647
14352,43,$\theta$,-0.45239999890327454,01725
14353,44,$\theta$,-0.9339643120765686,01840
14354,45,$\theta$,-0.1982486993074417,01861
14355,1,$\theta$,-0.6515482068061829,00390
14356,2,$\theta$,-0.3581874668598175,00513
14357,3,$\theta$,0.024647921323776245,01101
14358,4,$\theta$,-0.5967817306518555,01102
14359,5,$\theta$,0.08484522253274918,01104
14360,6,$\theta$,-0.4053240120410919,01118
14361,7,$\theta$,-0.5897753238677979,01129
14362,8,$\theta$,-0.9894368052482605,01261
14363,9,$\theta$,0.07999580353498459,01268
14364,10,$\theta$,-0.5934723615646362,01271
14365,11,$\theta$,-0.18502719700336456,01272
14366,12,$\theta$,-0.2961863577365875,01281
14367,13,$\theta$,-0.26446884870529175,01293
14368,14,$\theta$,-0.21252140402793884,01323
14369,15,$\theta$,-0.41987574100494385,01332
14370,16,$\theta$,-0.480508029460907,01334
14371,17,$\theta$,-0.7736038565635681,01335
14372,18,$\theta$,0.284290075302124,01344
14373,19,$\theta$,-0.7676158547401428,01351
14374,20,$\theta$,-0.1753787398338318,01354
14375,21,$\theta$,-0.11562499403953552,01355
14376,22,$\theta$,0.09103848785161972,01356
14377,23,$\theta$,-0.3586532771587372,01357
14378,24,$\theta$,-0.702743411064148,01358
14379,25,$\theta$,-0.08322640508413315,01362
14380,26,$\theta$,-0.11593405902385712,01379
14381,27,$\theta$,-0.33052948117256165,01390
14382,28,$\theta$,-1.3404042720794678,01443
14383,29,$\theta$,-0.14668338000774384,01449
14384,30,$\theta$,-0.04314969480037689,01456
14385,31,$\theta$,-0.5584502816200256,01457
14386,32,$\theta$,-0.8229687809944153,01460
14387,33,$\theta$,-0.6067578792572021,01510
14388,34,$\theta$,-0.4018174409866333,01549
14389,35,$\theta$,-0.2104853391647339,01559
14390,36,$\theta$,0.2917861342430115,01560
14391,37,$\theta$,-0.9147205352783203,01614
14392,38,$\theta$,-0.4791176915168762,01619
14393,39,$\theta$,-0.6428797245025635,01622
14394,40,$\theta$,-0.1731894314289093,01630
14395,41,$\theta$,-0.4431191086769104,01646
14396,42,$\theta$,-0.849879264831543,01647
14397,43,$\theta$,-0.3242698013782501,01725
14398,44,$\theta$,-1.0717626810073853,01840
14399,45,$\theta$,-0.15537506341934204,01861
14400,1,$\theta$,-0.4329816699028015,00390
14401,2,$\theta$,-0.4706547260284424,00513
14402,3,$\theta$,0.013982146978378296,01101
14403,4,$\theta$,-0.525124728679657,01102
14404,5,$\theta$,0.03624451905488968,01104
14405,6,$\theta$,-0.2075682133436203,01118
14406,7,$\theta$,-0.6134780645370483,01129
14407,8,$\theta$,-0.8036990761756897,01261
14408,9,$\theta$,-0.2877562344074249,01268
14409,10,$\theta$,-0.7563172578811646,01271
14410,11,$\theta$,-0.4053175151348114,01272
14411,12,$\theta$,-0.008280441164970398,01281
14412,13,$\theta$,-0.37452229857444763,01293
14413,14,$\theta$,-0.21631339192390442,01323
14414,15,$\theta$,-0.16880662739276886,01332
14415,16,$\theta$,-0.44205012917518616,01334
14416,17,$\theta$,-0.7837103605270386,01335
14417,18,$\theta$,0.3571237325668335,01344
14418,19,$\theta$,-1.0398738384246826,01351
14419,20,$\theta$,-0.4769459366798401,01354
14420,21,$\theta$,-0.3768487572669983,01355
14421,22,$\theta$,-0.02621244639158249,01356
14422,23,$\theta$,-0.3235200345516205,01357
14423,24,$\theta$,-0.2734997272491455,01358
14424,25,$\theta$,-0.057614825665950775,01362
14425,26,$\theta$,0.15409260988235474,01379
14426,27,$\theta$,-0.4399329423904419,01390
14427,28,$\theta$,-0.8399803638458252,01443
14428,29,$\theta$,-0.1440466046333313,01449
14429,30,$\theta$,-0.38548439741134644,01456
14430,31,$\theta$,-0.7485921382904053,01457
14431,32,$\theta$,-0.869071364402771,01460
14432,33,$\theta$,-0.66439288854599,01510
14433,34,$\theta$,-0.6285699605941772,01549
14434,35,$\theta$,-0.34212005138397217,01559
14435,36,$\theta$,0.20660123229026794,01560
14436,37,$\theta$,-0.5542515516281128,01614
14437,38,$\theta$,-0.5655261278152466,01619
14438,39,$\theta$,-0.364952027797699,01622
14439,40,$\theta$,-0.19556793570518494,01630
14440,41,$\theta$,-0.4939669966697693,01646
14441,42,$\theta$,-0.7407913208007812,01647
14442,43,$\theta$,-0.40862247347831726,01725
14443,44,$\theta$,-0.9905772805213928,01840
14444,45,$\theta$,-0.022824004292488098,01861
14445,1,$\theta$,-0.2613011598587036,00390
14446,2,$\theta$,-0.3262255787849426,00513
14447,3,$\theta$,0.3278703987598419,01101
14448,4,$\theta$,-0.5589039921760559,01102
14449,5,$\theta$,-0.005553312599658966,01104
14450,6,$\theta$,-0.2853560149669647,01118
14451,7,$\theta$,-0.40693432092666626,01129
14452,8,$\theta$,-1.17789888381958,01261
14453,9,$\theta$,0.19145870208740234,01268
14454,10,$\theta$,-0.4144388735294342,01271
14455,11,$\theta$,-0.3687306046485901,01272
14456,12,$\theta$,-0.3656772971153259,01281
14457,13,$\theta$,-0.13229680061340332,01293
14458,14,$\theta$,-0.46974700689315796,01323
14459,15,$\theta$,-0.2107335329055786,01332
14460,16,$\theta$,-0.2866024971008301,01334
14461,17,$\theta$,-0.7086523175239563,01335
14462,18,$\theta$,0.41650864481925964,01344
14463,19,$\theta$,-0.7977218627929688,01351
14464,20,$\theta$,-0.5218667387962341,01354
14465,21,$\theta$,-0.5004982948303223,01355
14466,22,$\theta$,-0.30908605456352234,01356
14467,23,$\theta$,-0.4747565984725952,01357
14468,24,$\theta$,-0.6124855279922485,01358
14469,25,$\theta$,-0.08020326495170593,01362
14470,26,$\theta$,0.12401449680328369,01379
14471,27,$\theta$,-0.49264711141586304,01390
14472,28,$\theta$,-0.8473745584487915,01443
14473,29,$\theta$,-0.10690458118915558,01449
14474,30,$\theta$,-0.05586816370487213,01456
14475,31,$\theta$,-0.652287483215332,01457
14476,32,$\theta$,-0.9520935416221619,01460
14477,33,$\theta$,-0.7596318125724792,01510
14478,34,$\theta$,-0.6919551491737366,01549
14479,35,$\theta$,-0.11686050891876221,01559
14480,36,$\theta$,0.09210589528083801,01560
14481,37,$\theta$,-0.7689629793167114,01614
14482,38,$\theta$,-0.2593159079551697,01619
14483,39,$\theta$,-0.38213783502578735,01622
14484,40,$\theta$,-0.1688358336687088,01630
14485,41,$\theta$,-0.4805605709552765,01646
14486,42,$\theta$,-0.39893674850463867,01647
14487,43,$\theta$,-0.3465731739997864,01725
14488,44,$\theta$,-0.7862894535064697,01840
14489,45,$\theta$,-0.0899423360824585,01861
14490,1,$\theta$,-0.8173152208328247,00390
14491,2,$\theta$,-0.5548169612884521,00513
14492,3,$\theta$,-0.000941544771194458,01101
14493,4,$\theta$,-0.63392174243927,01102
14494,5,$\theta$,-0.20595389604568481,01104
14495,6,$\theta$,-0.27375662326812744,01118
14496,7,$\theta$,-0.2845281958580017,01129
14497,8,$\theta$,-0.869348406791687,01261
14498,9,$\theta$,-0.028178714215755463,01268
14499,10,$\theta$,-0.6087053418159485,01271
14500,11,$\theta$,-0.42630910873413086,01272
14501,12,$\theta$,-0.05963888019323349,01281
14502,13,$\theta$,-0.6124396324157715,01293
14503,14,$\theta$,-0.16594558954238892,01323
14504,15,$\theta$,-0.023892149329185486,01332
14505,16,$\theta$,-0.3220871388912201,01334
14506,17,$\theta$,-0.6216632127761841,01335
14507,18,$\theta$,0.25579583644866943,01344
14508,19,$\theta$,-0.7937698364257812,01351
14509,20,$\theta$,-0.4482736587524414,01354
14510,21,$\theta$,-0.2585309147834778,01355
14511,22,$\theta$,-0.17307120561599731,01356
14512,23,$\theta$,-0.24638965725898743,01357
14513,24,$\theta$,-0.6114731431007385,01358
14514,25,$\theta$,-0.1791071593761444,01362
14515,26,$\theta$,-0.48864489793777466,01379
14516,27,$\theta$,-0.2688770890235901,01390
14517,28,$\theta$,-0.811965823173523,01443
14518,29,$\theta$,-0.32276761531829834,01449
14519,30,$\theta$,-0.20118162035942078,01456
14520,31,$\theta$,-0.8193857669830322,01457
