,subject,parameter,value,ID
232,8,$\theta$,-0.27444255352020264,01664
233,9,$\theta$,-0.4236879348754883,01758
234,10,$\theta$,-0.34817004203796387,01805
235,11,$\theta$,0.3750030994415283,01807
236,12,$\theta$,-0.881966233253479,01841
237,13,$\theta$,-0.32198718190193176,01876
238,14,$\theta$,-0.03195255994796753,01878
239,15,$\theta$,-0.44759440422058105,02137
240,16,$\theta$,-0.511003851890564,02366
241,17,$\theta$,-0.18294274806976318,02427
242,18,$\theta$,-0.10162222385406494,02559
243,19,$\theta$,-0.5748085975646973,02571
244,20,$\theta$,-0.09036014974117279,02625
245,21,$\theta$,0.09946863353252411,02628
246,22,$\theta$,-0.36289045214653015,02629
247,23,$\theta$,0.17722588777542114,02654
248,24,$\theta$,0.1871338188648224,02656
249,25,$\theta$,-0.42810294032096863,02684
250,26,$\theta$,-0.2578386068344116,02719
251,27,$\theta$,-0.7132733464241028,02747
252,28,$\theta$,-0.5174804925918579,02750
253,29,$\theta$,0.10503794252872467,02796
254,30,$\theta$,0.20876435935497284,02797
255,31,$\theta$,-0.06363192200660706,02820
256,32,$\theta$,-0.5542828440666199,02916
257,33,$\theta$,-0.25934526324272156,02935
258,34,$\theta$,-0.24401503801345825,02948
259,35,$\theta$,-0.8084874153137207,02965
260,36,$\theta$,-0.424017071723938,03016
261,37,$\theta$,-0.005622267723083496,03028
262,38,$\theta$,-0.44317376613616943,03029
263,39,$\theta$,0.25368160009384155,03092
264,40,$\theta$,-0.16007429361343384,03257
265,41,$\theta$,-0.41256511211395264,03262
266,42,$\theta$,-0.30154719948768616,03362
267,43,$\theta$,-0.2142743468284607,03379
268,44,$\theta$,0.4872005879878998,03435
269,45,$\theta$,-0.12374363839626312,12647
270,1,$\theta$,-0.32699698209762573,00792
271,2,$\theta$,-0.5355134606361389,00882
272,3,$\theta$,-0.46703463792800903,01291
273,4,$\theta$,-0.419765830039978,01366
274,5,$\theta$,-0.2010490596294403,01469
275,6,$\theta$,-0.7247308492660522,01482
276,7,$\theta$,-0.2835753858089447,01526
277,8,$\theta$,-0.4436228573322296,01664
278,9,$\theta$,-0.4194355607032776,01758
279,10,$\theta$,-0.24882841110229492,01805
280,11,$\theta$,0.21442987024784088,01807
281,12,$\theta$,-0.8174247741699219,01841
282,13,$\theta$,-0.01879701018333435,01876
283,14,$\theta$,-0.2609838545322418,01878
284,15,$\theta$,-0.1969941407442093,02137
285,16,$\theta$,-0.47770747542381287,02366
286,17,$\theta$,-0.05014010891318321,02427
287,18,$\theta$,-0.2169535905122757,02559
288,19,$\theta$,-0.25082242488861084,02571
289,20,$\theta$,-0.10785520076751709,02625
290,21,$\theta$,0.22492146492004395,02628
291,22,$\theta$,0.06369227170944214,02629
292,23,$\theta$,0.1873077005147934,02654
293,24,$\theta$,-0.22499582171440125,02656
294,25,$\theta$,-0.3063200116157532,02684
295,26,$\theta$,-0.1725039780139923,02719
296,27,$\theta$,-0.9452660083770752,02747
297,28,$\theta$,-0.408317893743515,02750
298,29,$\theta$,-0.05916587635874748,02796
299,30,$\theta$,-0.13786405324935913,02797
300,31,$\theta$,0.05407020449638367,02820
301,32,$\theta$,-0.6602354049682617,02916
302,33,$\theta$,-0.12860475480556488,02935
303,34,$\theta$,0.005839690566062927,02948
304,35,$\theta$,-0.9841884970664978,02965
305,36,$\theta$,-0.8741211891174316,03016
306,37,$\theta$,-0.019361265003681183,03028
307,38,$\theta$,-0.24894048273563385,03029
308,39,$\theta$,-0.019266730174422264,03092
309,40,$\theta$,-0.4754323959350586,03257
310,41,$\theta$,-0.27710485458374023,03262
311,42,$\theta$,-0.10088618099689484,03362
312,43,$\theta$,-0.3307350277900696,03379
313,44,$\theta$,0.3830702304840088,03435
314,45,$\theta$,0.17327848076820374,12647
315,1,$\theta$,-0.6067342162132263,00792
316,2,$\theta$,-0.5803481936454773,00882
317,3,$\theta$,-0.4248986542224884,01291
318,4,$\theta$,-0.5647685527801514,01366
319,5,$\theta$,-0.2970496416091919,01469
320,6,$\theta$,-0.715290904045105,01482
321,7,$\theta$,-0.3526097536087036,01526
322,8,$\theta$,-0.5112308859825134,01664
323,9,$\theta$,-0.5374864339828491,01758
324,10,$\theta$,-0.7314231395721436,01805
325,11,$\theta$,0.26376792788505554,01807
326,12,$\theta$,-0.5246777534484863,01841
327,13,$\theta$,-0.3208678364753723,01876
328,14,$\theta$,-0.16167838871479034,01878
329,15,$\theta$,-0.4748135805130005,02137
330,16,$\theta$,-0.4284094274044037,02366
331,17,$\theta$,0.2098807990550995,02427
332,18,$\theta$,-0.34359100461006165,02559
333,19,$\theta$,-0.43235117197036743,02571
334,20,$\theta$,-0.2533826529979706,02625
335,21,$\theta$,0.14093276858329773,02628
336,22,$\theta$,0.22987616062164307,02629
337,23,$\theta$,0.05159781128168106,02654
338,24,$\theta$,-0.16945712268352509,02656
339,25,$\theta$,-0.31514665484428406,02684
340,26,$\theta$,-0.23386910557746887,02719
341,27,$\theta$,-0.844536542892456,02747
342,28,$\theta$,-0.6438463926315308,02750
343,29,$\theta$,0.2546645402908325,02796
344,30,$\theta$,-0.23035824298858643,02797
345,31,$\theta$,-0.1649121344089508,02820
346,32,$\theta$,-0.18040454387664795,02916
347,33,$\theta$,-0.33566001057624817,02935
348,34,$\theta$,-0.14322595298290253,02948
349,35,$\theta$,-0.7697640657424927,02965
350,36,$\theta$,-0.8981661796569824,03016
351,37,$\theta$,-0.2502025067806244,03028
352,38,$\theta$,-0.3171657621860504,03029
353,39,$\theta$,0.1269698143005371,03092
354,40,$\theta$,-0.023597389459609985,03257
355,41,$\theta$,-0.6978257894515991,03262
356,42,$\theta$,-0.28661423921585083,03362
357,43,$\theta$,-0.20159372687339783,03379
358,44,$\theta$,0.5406324863433838,03435
359,45,$\theta$,-0.2381782829761505,12647
360,1,$\theta$,-0.4363928735256195,00792
361,2,$\theta$,-0.5200456976890564,00882
362,3,$\theta$,-0.38539350032806396,01291
363,4,$\theta$,-0.48070335388183594,01366
364,5,$\theta$,-0.22947102785110474,01469
365,6,$\theta$,-0.6158008575439453,01482
366,7,$\theta$,-0.29574084281921387,01526
367,8,$\theta$,-0.5836222171783447,01664
368,9,$\theta$,-0.37979647517204285,01758
369,10,$\theta$,-0.30346256494522095,01805
370,11,$\theta$,0.40291205048561096,01807
371,12,$\theta$,-0.643195390701294,01841
372,13,$\theta$,-0.42212730646133423,01876
373,14,$\theta$,-0.49483656883239746,01878
