,$\tilde{\beta}$,$\theta$,$\tilde{\alpha}$
0,0.6405293345451355,-0.47062981128692627,-3.481964349746704
1,0.7413684129714966,-0.36808648705482483,-3.808533191680908
2,0.6743268370628357,-0.5527307391166687,-3.723569393157959
3,0.591508150100708,-0.5133711099624634,-3.622978925704956
4,0.6099978089332581,-0.5166851878166199,-3.6634767055511475
5,0.7625406980514526,-0.31891462206840515,-3.60699725151062
6,0.640777051448822,-0.40884336829185486,-3.6126041412353516
7,0.5417789816856384,-0.5469580292701721,-3.6343801021575928
8,0.5928646326065063,-0.4373191297054291,-3.5258169174194336
9,0.6211758255958557,-0.5914229154586792,-3.6139397621154785
10,0.6585431098937988,-0.5893276333808899,-3.570540189743042
11,0.6561457514762878,-0.45254868268966675,-3.6912217140197754
12,0.6438412070274353,-0.4322592616081238,-3.6135201454162598
13,0.6023688316345215,-0.5241215229034424,-3.6465353965759277
14,0.5757741332054138,-0.4339362382888794,-3.6413345336914062
15,0.6086140871047974,-0.4343516230583191,-3.610778570175171
16,0.6920360922813416,-0.5380042195320129,-3.6270153522491455
17,0.6213096976280212,-0.4368240237236023,-3.775691509246826
18,0.688207745552063,-0.47302955389022827,-3.607539653778076
19,0.6215484142303467,-0.46943944692611694,-3.704397201538086
20,0.6517041921615601,-0.49613839387893677,-3.5934982299804688
21,0.5665051937103271,-0.5319582223892212,-3.721759557723999
22,0.6481572389602661,-0.37196415662765503,-3.615799903869629
23,0.5869389772415161,-0.5081318020820618,-3.7135870456695557
24,0.7330532670021057,-0.33576637506484985,-3.592862844467163
25,0.612623393535614,-0.44059017300605774,-3.5334694385528564
26,0.6201438903808594,-0.5598865151405334,-3.731250047683716
27,0.6431455612182617,-0.4869232177734375,-3.636615514755249
28,0.6089698076248169,-0.43109551072120667,-3.5465333461761475
29,0.5700156092643738,-0.508936882019043,-3.683852195739746
30,0.54200279712677,-0.4316840171813965,-3.597041368484497
31,0.5658963918685913,-0.47654545307159424,-3.722975969314575
32,0.6669514775276184,-0.36414963006973267,-3.6246254444122314
33,0.6802896857261658,-0.4905388653278351,-3.7734742164611816
34,0.59059077501297,-0.5423873662948608,-3.5855162143707275
35,0.6089135408401489,-0.5102889537811279,-3.671743869781494
36,0.6192439198493958,-0.4947167932987213,-3.7741644382476807
37,0.658273458480835,-0.3543280363082886,-3.745920181274414
38,0.7169000506401062,-0.4921428859233856,-3.814418315887451
39,0.5933085083961487,-0.4294581413269043,-3.7919867038726807
40,0.6476908922195435,-0.400837242603302,-3.553081512451172
41,0.5805143713951111,-0.5846697688102722,-3.647554874420166
42,0.5792207717895508,-0.43617716431617737,-3.7662243843078613
43,0.6902680397033691,-0.5280638933181763,-3.7204368114471436
44,0.6685900092124939,-0.47254428267478943,-3.6512091159820557
45,0.6823198199272156,-0.37648338079452515,-3.553154706954956
46,0.7079131007194519,-0.4561622142791748,-3.6225996017456055
47,0.6179355978965759,-0.4144611060619354,-3.6711363792419434
48,0.6493375301361084,-0.4721798598766327,-3.638449192047119
49,0.6085593700408936,-0.46798986196517944,-3.503139019012451
50,0.7439256906509399,-0.3912612497806549,-3.7396175861358643
51,0.7063462138175964,-0.483682245016098,-3.659633159637451
52,0.6259749531745911,-0.4269680380821228,-3.6334781646728516
53,0.6478666663169861,-0.5488747358322144,-3.7053470611572266
54,0.6300358772277832,-0.45526719093322754,-3.5774972438812256
55,0.6513231992721558,-0.4932432472705841,-3.645566701889038
56,0.6782394051551819,-0.5189177393913269,-3.625392436981201
57,0.5375637412071228,-0.5963648557662964,-3.5334737300872803
58,0.6129169464111328,-0.3885643482208252,-3.5963001251220703
59,0.6226986050605774,-0.495004802942276,-3.7567570209503174
60,0.6466972231864929,-0.4813619554042816,-3.6338651180267334
61,0.7361722588539124,-0.38081610202789307,-3.5698375701904297
62,0.649084210395813,-0.5243054628372192,-3.6350319385528564
63,0.5855492949485779,-0.3892275393009186,-3.646153688430786
64,0.6799250841140747,-0.48066791892051697,-3.703922986984253
65,0.6655693054199219,-0.5074779987335205,-3.5250937938690186
66,0.6692977547645569,-0.3650856018066406,-3.563584327697754
