,$\tilde{\beta}$,$\theta$,$\tilde{\alpha}$
0,9.904979705810547,7.1128692626953125,2.996680498123169
1,9.111041069030762,7.238462924957275,2.737438201904297
2,10.848118782043457,6.678268909454346,3.4031169414520264
3,9.883621215820312,6.756117820739746,1.7751519680023193
4,8.212730407714844,7.143220901489258,1.8348838090896606
5,9.627753257751465,5.954391002655029,1.8719786405563354
6,9.231884002685547,6.650561332702637,2.7555487155914307
7,6.939579486846924,6.175574779510498,3.5492849349975586
8,8.945381164550781,5.413477420806885,2.1602892875671387
9,7.74554967880249,5.909933567047119,2.5245866775512695
10,9.067011833190918,5.698546886444092,2.0199944972991943
11,9.164871215820312,4.702256679534912,1.6184138059616089
12,10.156147956848145,6.459530830383301,1.6611310243606567
13,8.277323722839355,5.852212905883789,2.7517998218536377
14,9.643181800842285,6.70496129989624,2.056196928024292
15,11.714409828186035,5.215299606323242,2.681314468383789
16,8.519763946533203,6.213313102722168,2.001650333404541
17,8.20976448059082,7.25576114654541,2.776252031326294
18,10.578095436096191,6.499550819396973,3.2430241107940674
19,10.159478187561035,5.001233100891113,2.393258810043335
20,11.672176361083984,8.001533508300781,2.6238763332366943
21,11.590176582336426,5.85187292098999,2.1117262840270996
22,9.102640151977539,5.425647258758545,2.272244453430176
23,7.2477593421936035,5.602973937988281,4.050766944885254
24,8.955487251281738,8.281508445739746,1.5773059129714966
25,8.840696334838867,6.974857330322266,2.2159032821655273
26,12.466699600219727,6.089354038238525,2.4093806743621826
27,9.260663986206055,6.046737194061279,2.9250893592834473
28,6.974791526794434,5.908605575561523,1.9609346389770508
29,9.184135437011719,6.266537189483643,2.7174978256225586
30,6.129046440124512,5.5550713539123535,2.358095169067383
31,8.119158744812012,5.583601951599121,1.9661864042282104
32,7.374517917633057,6.235611438751221,1.7818042039871216
33,7.86763858795166,8.25692367553711,3.040071725845337
34,12.362774848937988,6.569961071014404,2.52646803855896
35,9.14967155456543,6.074709415435791,2.6385841369628906
36,11.427040100097656,8.714437484741211,2.722378969192505
37,7.865601539611816,8.627283096313477,2.0746233463287354
38,7.119523525238037,6.113776206970215,1.7314465045928955
39,8.553686141967773,6.776153564453125,2.257542133331299
40,9.781440734863281,6.107595443725586,1.6143862009048462
41,9.474593162536621,6.390768051147461,2.212562322616577
42,10.279720306396484,5.9618330001831055,2.7621235847473145
43,8.568058967590332,5.992105960845947,1.8439226150512695
44,12.205336570739746,6.593034744262695,2.116905927658081
45,13.728394508361816,4.129076957702637,3.1994471549987793
46,9.772294044494629,7.295790672302246,2.667207717895508
47,9.315328598022461,7.191154479980469,2.1326260566711426
48,7.038961410522461,4.738855361938477,2.4234812259674072
49,8.030698776245117,7.316258430480957,2.24004864692688
50,8.235566139221191,6.7272419929504395,2.1169867515563965
51,9.709733009338379,7.058241844177246,1.526767611503601
52,12.666943550109863,7.800384044647217,2.0230016708374023
