,$\tilde{\beta}$,$\theta$,$\tilde{\alpha}$
0,0.6899299621582031,-0.5305594205856323,-3.9491798877716064
1,0.7010826468467712,-0.49441781640052795,-3.8998076915740967
2,0.7519251704216003,-0.5256442427635193,-3.780198335647583
3,0.644339919090271,-0.423572301864624,-3.9936296939849854
4,0.6768935918807983,-0.417316734790802,-3.7961950302124023
5,0.6885111331939697,-0.5677469968795776,-3.883171796798706
6,0.6493645310401917,-0.5800665020942688,-4.033516883850098
7,0.6242223978042603,-0.5266111493110657,-3.8670339584350586
8,0.7427374720573425,-0.5633279085159302,-4.095302581787109
9,0.7174336910247803,-0.40750449895858765,-4.06591272354126
10,0.6602914929389954,-0.5221921801567078,-3.9242923259735107
11,0.7200565934181213,-0.5516454577445984,-3.705432176589966
12,0.6614065170288086,-0.39649808406829834,-3.987511396408081
13,0.7349051833152771,-0.5233969688415527,-3.8484537601470947
14,0.7214182019233704,-0.40268439054489136,-3.7384750843048096
15,0.6514067053794861,-0.4334363639354706,-3.9153456687927246
16,0.6559597253799438,-0.48801490664482117,-3.815335512161255
17,0.7214175462722778,-0.5576373934745789,-3.7861130237579346
18,0.6767413020133972,-0.5275547504425049,-3.785078525543213
19,0.6846795082092285,-0.5312139987945557,-3.8954930305480957
20,0.7406197190284729,-0.5147209167480469,-3.89198899269104
21,0.6981126666069031,-0.4516591429710388,-3.9097349643707275
22,0.5413340330123901,-0.4604983925819397,-3.930889844894409
23,0.6954924464225769,-0.5382651090621948,-3.990492343902588
24,0.6616360545158386,-0.44983893632888794,-3.877440929412842
25,0.675993025302887,-0.5806919932365417,-3.8227179050445557
26,0.7449467182159424,-0.4671894907951355,-3.9547603130340576
27,0.6628644466400146,-0.4723891317844391,-3.8169851303100586
28,0.7051236629486084,-0.5483477115631104,-3.8438262939453125
29,0.7333834171295166,-0.5154549479484558,-3.9461748600006104
30,0.6987096071243286,-0.48803260922431946,-3.7881202697753906
31,0.6718925833702087,-0.565224289894104,-3.9005000591278076
32,0.6544750332832336,-0.4590349495410919,-3.6667137145996094
33,0.604026198387146,-0.5702105760574341,-3.8687140941619873
34,0.7030354142189026,-0.4507060945034027,-3.9521114826202393
35,0.6945221424102783,-0.5100546479225159,-3.849621295928955
36,0.6841825246810913,-0.4852999150753021,-3.85111403465271
37,0.6050857305526733,-0.44415178894996643,-3.8126718997955322
38,0.7237207293510437,-0.5342592000961304,-3.916171073913574
39,0.69578617811203,-0.5428695678710938,-3.72552752494812
40,0.7013780474662781,-0.473309725522995,-4.001339912414551
41,0.6806505918502808,-0.5262958407402039,-3.9659671783447266
42,0.6747964024543762,-0.4618174433708191,-3.7926554679870605
43,0.6467395424842834,-0.4260637164115906,-3.847409963607788
44,0.6215497851371765,-0.4623155891895294,-3.913355588912964
45,0.609885573387146,-0.5553799271583557,-4.007729530334473
46,0.6625998020172119,-0.5265938639640808,-3.9014525413513184
47,0.648791491985321,-0.3864257335662842,-3.818282127380371
48,0.707834005355835,-0.49949514865875244,-3.8770363330841064
49,0.7648491263389587,-0.5092560052871704,-3.774441719055176
50,0.5767872333526611,-0.5285654067993164,-3.8982532024383545
51,0.6417097449302673,-0.45605188608169556,-3.953218460083008
52,0.5981007814407349,-0.4540484547615051,-3.920448064804077
53,0.717761218547821,-0.49414604902267456,-3.912065029144287
