,$\tilde{\beta}$,$\theta$,$k$
0,0.626807451248169,-0.3367328941822052,-2.903839111328125
1,0.5990781188011169,-0.3484904170036316,-2.777228593826294
2,0.600218653678894,-0.2770881950855255,-2.951327085494995
3,0.6547240018844604,-0.1392047107219696,-2.725498676300049
4,0.647354245185852,-0.2476309835910797,-3.0185582637786865
5,0.6320023536682129,-0.2991650104522705,-2.8861050605773926
6,0.5815882682800293,-0.3122994005680084,-3.020864963531494
7,0.6245130300521851,-0.325539231300354,-2.949371099472046
8,0.6125771999359131,-0.2810441851615906,-2.82224702835083
9,0.6318960189819336,-0.2814750373363495,-2.704284191131592
10,0.6198263764381409,-0.34337589144706726,-2.778768539428711
11,0.5592122077941895,-0.3338099718093872,-2.894099473953247
12,0.6530707478523254,-0.2852107584476471,-2.605708599090576
13,0.5885788202285767,-0.34159061312675476,-2.539039134979248
14,0.6331290006637573,-0.19798696041107178,-2.7481181621551514
15,0.6790372133255005,-0.20005746185779572,-2.775312662124634
16,0.6760092973709106,-0.2951330244541168,-2.6968791484832764
17,0.6145161390304565,-0.34325188398361206,-2.8726820945739746
18,0.6479367017745972,-0.32277223467826843,-2.788419485092163
19,0.5984300374984741,-0.3381623923778534,-3.001229763031006
20,0.6175094842910767,-0.26281383633613586,-2.9946038722991943
21,0.5955206751823425,-0.3065059781074524,-2.915215492248535
22,0.5858500003814697,-0.35561591386795044,-2.769327402114868
23,0.6134970784187317,-0.31012865900993347,-3.0042779445648193
24,0.64693284034729,-0.34918704628944397,-2.8623206615448
25,0.6487935185432434,-0.3123385012149811,-3.0999059677124023
26,0.6087089776992798,-0.2911694347858429,-2.9718265533447266
27,0.6652416586875916,-0.27448347210884094,-2.885427951812744
28,0.5702805519104004,-0.2856644093990326,-2.9583816528320312
29,0.6040965914726257,-0.2416357696056366,-2.700148820877075
30,0.6429259777069092,-0.2935957908630371,-2.837174415588379
31,0.5878835320472717,-0.3642275333404541,-3.0664732456207275
32,0.6685377955436707,-0.2126711905002594,-2.95452618598938
33,0.6322304606437683,-0.3571774661540985,-3.0855607986450195
34,0.603712797164917,-0.29506751894950867,-2.8116629123687744
35,0.550462543964386,-0.2767226994037628,-2.876491069793701
36,0.6229050755500793,-0.2481917291879654,-2.7746031284332275
37,0.5575416088104248,-0.2792665362358093,-2.793696165084839
38,0.6299053430557251,-0.2531299293041229,-2.9193825721740723
39,0.5850028991699219,-0.3368750214576721,-2.7812845706939697
40,0.6549175977706909,-0.32113561034202576,-3.119797945022583
41,0.6291887760162354,-0.4215065538883209,-2.662318468093872
42,0.6432904601097107,-0.30960556864738464,-3.1120047569274902
43,0.6613083481788635,-0.23664967715740204,-2.8893885612487793
44,0.5527831315994263,-0.26579782366752625,-3.187953472137451
45,0.7337695360183716,-0.29085293412208557,-2.889711380004883
46,0.6074290871620178,-0.3033437728881836,-2.8941726684570312
47,0.6377032995223999,-0.3084042966365814,-2.7060766220092773
48,0.6084972620010376,-0.2797955572605133,-2.7306041717529297
49,0.5905817151069641,-0.3220769464969635,-2.986614227294922
50,0.6876317262649536,-0.23395013809204102,-2.8900067806243896
51,0.6378559470176697,-0.22072231769561768,-3.1536083221435547
52,0.602709949016571,-0.28064608573913574,-2.9324111938476562
53,0.6510797739028931,-0.233938068151474,-2.8899316787719727
54,0.5930544137954712,-0.25517866015434265,-2.870795488357544
55,0.6205727458000183,-0.3068874478340149,-3.2322282791137695
56,0.6604464054107666,-0.315016508102417,-2.79133939743042
57,0.6296823620796204,-0.29373443126678467,-2.7549047470092773
58,0.6134400367736816,-0.278255432844162,-2.7970104217529297
59,0.6518688201904297,-0.3348069489002228,-3.0707526206970215
60,0.6241527795791626,-0.31807461380958557,-2.918994665145874
61,0.5869101881980896,-0.2809099853038788,-3.010263204574585
62,0.5744282603263855,-0.32458171248435974,-2.7525136470794678
63,0.6119828820228577,-0.2528572678565979,-2.976379156112671
64,0.5815377831459045,-0.2824115455150604,-3.0960097312927246
65,0.6996882557868958,-0.1878138780593872,-2.825796604156494
66,0.6549798846244812,-0.27057456970214844,-3.0314693450927734
67,0.5796928405761719,-0.37960177659988403,-2.913590669631958
68,0.5212871432304382,-0.3377435505390167,-2.8276331424713135
69,0.677504301071167,-0.25386154651641846,-2.840207815170288
70,0.6169227361679077,-0.3405101001262665,-2.6791164875030518
71,0.6485104560852051,-0.3123425841331482,-2.883543014526367
72,0.5951924324035645,-0.2310250997543335,-2.8434765338897705
73,0.6124699115753174,-0.3143016993999481,-3.06600022315979
74,0.618313193321228,-0.2816554009914398,-2.6988189220428467
75,0.6555478572845459,-0.3539946377277374,-2.699873924255371
76,0.6552602648735046,-0.3063828945159912,-2.937272310256958
77,0.5888471007347107,-0.22859299182891846,-3.138587236404419
78,0.628166675567627,-0.2609756886959076,-2.894865036010742
79,0.6428402662277222,-0.2934194803237915,-2.7402260303497314
80,0.5415096282958984,-0.3230622708797455,-2.9087042808532715
81,0.5598323941230774,-0.3346439599990845,-2.945159673690796
82,0.543867826461792,-0.3375830054283142,-2.8769071102142334
83,0.5863736867904663,-0.30534714460372925,-3.0065436363220215
84,0.5550098419189453,-0.3619006276130676,-2.9691107273101807
85,0.649700403213501,-0.28658172488212585,-2.9197330474853516
86,0.6352220177650452,-0.25391948223114014,-2.864443778991699
87,0.6543552875518799,-0.31338366866111755,-3.0936481952667236
88,0.6091011166572571,-0.25060901045799255,-2.8155274391174316
89,0.6079694628715515,-0.3096480667591095,-3.007788896560669
90,0.6214966177940369,-0.2846446633338928,-2.8635005950927734
91,0.6594449877738953,-0.3424154818058014,-2.950547933578491
92,0.6273123025894165,-0.2441837042570114,-2.772674798965454
93,0.6397451162338257,-0.29924166202545166,-3.3456032276153564
94,0.6036598682403564,-0.26703864336013794,-3.057037591934204
95,0.633476197719574,-0.3098081648349762,-2.8753907680511475
96,0.6778851747512817,-0.29213055968284607,-3.0581820011138916
97,0.6475384831428528,-0.20904043316841125,-2.7388861179351807
98,0.6043643951416016,-0.33145591616630554,-3.2494235038757324
99,0.5634758472442627,-0.44655686616897583,-2.7439146041870117
100,0.6492992639541626,-0.2542588412761688,-2.8480942249298096
101,0.6830943822860718,-0.2881110608577728,-3.1102566719055176
102,0.6107951998710632,-0.2407742440700531,-2.746685028076172
103,0.6016746759414673,-0.21366263926029205,-2.729055643081665
104,0.7390106916427612,-0.22020839154720306,-2.8930158615112305
105,0.6102360486984253,-0.262599378824234,-2.7477855682373047
106,0.6154323816299438,-0.19933336973190308,-2.8916118144989014
107,0.5675169825553894,-0.30175143480300903,-3.1372454166412354
108,0.6030868291854858,-0.2242605984210968,-2.9525673389434814
109,0.6633408069610596,-0.23702025413513184,-3.0413167476654053
110,0.5995452404022217,-0.2566736936569214,-2.9971864223480225
111,0.6214110851287842,-0.19485417008399963,-2.9765517711639404
112,0.6688711047172546,-0.23512227833271027,-3.0735342502593994
113,0.5575902462005615,-0.24767060577869415,-2.8265926837921143
114,0.6100813150405884,-0.3018180727958679,-2.6967966556549072
115,0.5657398700714111,-0.30176979303359985,-2.8884294033050537
116,0.5808204412460327,-0.23152324557304382,-2.9209728240966797
117,0.6381561756134033,-0.2822640538215637,-2.7291200160980225
118,0.5564661026000977,-0.30835121870040894,-3.1165342330932617
119,0.5796668529510498,-0.33735689520835876,-2.8380722999572754
120,0.6231279373168945,-0.3000211715698242,-2.672287940979004
121,0.6963289976119995,-0.2814222276210785,-2.9903852939605713
122,0.6167173385620117,-0.24830272793769836,-2.7830231189727783
123,0.5839548110961914,-0.3121889531612396,-2.997715711593628
124,0.6023120880126953,-0.3164595365524292,-2.5717737674713135
125,0.636694073677063,-0.3228381872177124,-3.023336410522461
126,0.6441871523857117,-0.37395745515823364,-2.8349058628082275
127,0.6806141138076782,-0.2956182062625885,-2.8715031147003174
128,0.6632240414619446,-0.3285205066204071,-2.93977952003479
129,0.6378083825111389,-0.2656521797180176,-2.98016357421875
130,0.6344460248947144,-0.2762049436569214,-3.182570219039917
131,0.6247035264968872,-0.4244135618209839,-2.7525205612182617
132,0.5296310782432556,-0.30545955896377563,-2.562253952026367
133,0.6336167454719543,-0.2813316583633423,-2.8951191902160645
134,0.5480681657791138,-0.29590800404548645,-3.014237880706787
135,0.6326665878295898,-0.24532639980316162,-2.979203462600708
136,0.6123213171958923,-0.2738170921802521,-2.9293696880340576
137,0.5998757481575012,-0.2260633409023285,-3.0966928005218506
138,0.6342567801475525,-0.2764453589916229,-2.5932600498199463
139,0.6426994204521179,-0.3034311830997467,-2.903777599334717
140,0.6278436183929443,-0.3542480766773224,-3.039400339126587
141,0.6295469403266907,-0.2445419728755951,-2.859520435333252
142,0.578154981136322,-0.2989014983177185,-3.1191372871398926
143,0.5905119180679321,-0.2703254520893097,-2.79665207862854
144,0.6900433897972107,-0.1980232149362564,-2.864469289779663
145,0.587690532207489,-0.3404270112514496,-2.8317530155181885
146,0.6184185743331909,-0.3299085199832916,-2.8382647037506104
147,0.6242402195930481,-0.2872887849807739,-3.037123918533325
148,0.573279082775116,-0.2956160008907318,-2.88409423828125
149,0.5900092720985413,-0.20920021831989288,-2.7514448165893555
150,0.5556246042251587,-0.20102623105049133,-2.9919052124023438
151,0.5932541489601135,-0.2417057454586029,-3.0045511722564697
152,0.5812289714813232,-0.2640261650085449,-2.810136079788208
153,0.7195055484771729,-0.29982230067253113,-2.772437810897827
154,0.6813440322875977,-0.22895178198814392,-3.0219674110412598
155,0.608660101890564,-0.270569384098053,-2.6729233264923096
156,0.5893675684928894,-0.37176305055618286,-2.7725319862365723
157,0.6710976362228394,-0.2775985598564148,-2.7783706188201904
158,0.5946932435035706,-0.2857348620891571,-2.98483943939209
159,0.46902984380722046,-0.200709268450737,-3.072587728500366
160,0.6584144234657288,-0.3428093194961548,-2.87278151512146
161,0.6025353670120239,-0.2764107286930084,-2.934332847595215
162,0.5709761381149292,-0.2736547887325287,-2.81280255317688
163,0.578620433807373,-0.24481496214866638,-2.8726961612701416
164,0.6254908442497253,-0.3134683668613434,-2.923616409301758
165,0.6431218385696411,-0.322370320558548,-3.107962131500244
166,0.6452419757843018,-0.323053240776062,-2.823098659515381
167,0.6287501454353333,-0.34351417422294617,-2.8463246822357178
168,0.6054520010948181,-0.3076895773410797,-3.0412700176239014
169,0.5843533277511597,-0.19453737139701843,-2.9228663444519043
170,0.7129220366477966,-0.2293010652065277,-3.0468485355377197
171,0.5907618999481201,-0.23607265949249268,-2.6739351749420166
172,0.5739511251449585,-0.21505987644195557,-2.5166995525360107
173,0.7016733288764954,-0.25013405084609985,-2.6891937255859375
174,0.6588166356086731,-0.30190032720565796,-3.0239369869232178
175,0.6883470416069031,-0.2947579026222229,-3.0748379230499268
176,0.6037948727607727,-0.28982365131378174,-2.5794291496276855
177,0.6025084853172302,-0.3479863107204437,-3.0843091011047363
178,0.6380113959312439,-0.29411420226097107,-3.098069190979004
179,0.6370950937271118,-0.305308073759079,-2.762477397918701
180,0.6573444604873657,-0.2538531422615051,-2.7643911838531494
181,0.5692430138587952,-0.2428208887577057,-2.9734394550323486
182,0.6176837682723999,-0.4386945366859436,-2.8139472007751465
183,0.5968911647796631,-0.3079718053340912,-2.7948408126831055
184,0.6776759624481201,-0.284589022397995,-2.9335594177246094
185,0.6396592259407043,-0.2373916357755661,-2.7446227073669434
186,0.6454998254776001,-0.1624094694852829,-2.8932254314422607
187,0.6564779281616211,-0.2629776895046234,-2.6606669425964355
188,0.6108747124671936,-0.23328374326229095,-3.0011911392211914
189,0.6494754552841187,-0.29048067331314087,-2.8960399627685547
190,0.5861819982528687,-0.30368056893348694,-3.013216257095337
191,0.544144332408905,-0.26629459857940674,-3.095996379852295
192,0.6438022255897522,-0.34104177355766296,-3.0799808502197266
193,0.5520455241203308,-0.3160356283187866,-2.84053373336792
194,0.6992529630661011,-0.32061633467674255,-2.7334342002868652
195,0.6377739906311035,-0.2639305293560028,-2.7162046432495117
196,0.6183936595916748,-0.4176129102706909,-2.934208393096924
197,0.6519249081611633,-0.2595879137516022,-2.7250118255615234
198,0.570254921913147,-0.30816978216171265,-2.872554063796997
199,0.5962731242179871,-0.3507079482078552,-2.767188787460327
200,0.5818227529525757,-0.19562295079231262,-3.120575189590454
201,0.6337271332740784,-0.18691113591194153,-2.6748220920562744
202,0.5312961935997009,-0.35921600461006165,-2.793184995651245
203,0.5729625225067139,-0.2257189154624939,-2.886038064956665
204,0.6232616305351257,-0.3084702789783478,-2.915048599243164
205,0.554122805595398,-0.29441413283348083,-2.869319438934326
206,0.5928961634635925,-0.2202567309141159,-2.744112730026245
207,0.5938394069671631,-0.27575749158859253,-2.8633737564086914
208,0.6165909767150879,-0.40479424595832825,-2.8389370441436768
209,0.6459949016571045,-0.32991865277290344,-2.730504035949707
210,0.576271653175354,-0.2272695004940033,-3.059724807739258
211,0.617749035358429,-0.1932983696460724,-2.782343864440918
212,0.6404640078544617,-0.2648581266403198,-3.003344774246216
213,0.651159942150116,-0.22852212190628052,-2.836733341217041
214,0.678979754447937,-0.18251153826713562,-2.894620180130005
215,0.6114780902862549,-0.237171933054924,-2.8926258087158203
216,0.6187324523925781,-0.2346956878900528,-2.744016408920288
217,0.6432893872261047,-0.3937660753726959,-2.894977569580078
218,0.6377453207969666,-0.21695855259895325,-2.9582881927490234
219,0.5983901619911194,-0.347900390625,-2.7492716312408447
220,0.6883081793785095,-0.3235718309879303,-3.012760877609253
221,0.6409012675285339,-0.1876186728477478,-2.813941478729248
222,0.5706508755683899,-0.3328668475151062,-2.7007644176483154
223,0.589262068271637,-0.2393733114004135,-2.698702335357666
224,0.6408997774124146,-0.31125766038894653,-2.811211585998535
225,0.5919817090034485,-0.2757722735404968,-2.9137043952941895
226,0.6424123644828796,-0.25448736548423767,-2.999391555786133
227,0.6502096652984619,-0.2776269316673279,-2.6983251571655273
228,0.6220334768295288,-0.2829844355583191,-2.8072826862335205
229,0.59534752368927,-0.31543922424316406,-2.9265036582946777
230,0.6477593779563904,-0.34952041506767273,-2.962839126586914
231,0.5677860379219055,-0.22632749378681183,-2.766787528991699
232,0.5918201804161072,-0.35924988985061646,-2.8406002521514893
233,0.6317766308784485,-0.3016020357608795,-2.830679416656494
234,0.6087327003479004,-0.2711341977119446,-3.059522867202759
235,0.611508309841156,-0.2888425886631012,-2.5144152641296387
236,0.6484187841415405,-0.25373950600624084,-2.9523205757141113
237,0.6087372899055481,-0.34193870425224304,-2.583103895187378
238,0.6947676539421082,-0.3569751977920532,-2.875277519226074
239,0.5961459875106812,-0.36005598306655884,-2.803205966949463
240,0.6357015371322632,-0.3372507095336914,-2.7836127281188965
241,0.6144179105758667,-0.35480523109436035,-3.084751605987549
242,0.6650088429450989,-0.3058801293373108,-2.9841530323028564
243,0.6054795384407043,-0.225759357213974,-3.0874087810516357
244,0.6507843732833862,-0.34789177775382996,-2.891252040863037
245,0.5670015811920166,-0.19117577373981476,-2.7736501693725586
246,0.6287800073623657,-0.24749474227428436,-2.905979633331299
247,0.6613961458206177,-0.27310875058174133,-2.6534533500671387
248,0.5702376961708069,-0.3067958950996399,-2.688095808029175
249,0.6296985745429993,-0.30728423595428467,-2.8133397102355957
250,0.648368239402771,-0.282135933637619,-2.7896487712860107
251,0.6672554016113281,-0.2189241200685501,-3.0462913513183594
252,0.6710026264190674,-0.3443645238876343,-2.9062957763671875
253,0.6441390514373779,-0.29245516657829285,-3.1322760581970215
254,0.590883731842041,-0.31527072191238403,-2.5477142333984375
255,0.6660631895065308,-0.29886144399642944,-2.7843704223632812
256,0.588158905506134,-0.2815644443035126,-3.1448147296905518
257,0.5512555837631226,-0.29107216000556946,-2.7910072803497314
258,0.5954321026802063,-0.2978784441947937,-2.681360960006714
259,0.6601897478103638,-0.278055340051651,-2.9442527294158936
260,0.6088808178901672,-0.2645201086997986,-2.8502635955810547
261,0.6216925382614136,-0.3094465732574463,-2.693087100982666
262,0.590255618095398,-0.2696093022823334,-3.1132795810699463
263,0.615227460861206,-0.30526283383369446,-2.91314959526062
264,0.6541584134101868,-0.23798389732837677,-3.0364205837249756
265,0.5903029441833496,-0.21708202362060547,-3.160435914993286
266,0.6386094093322754,-0.23604322969913483,-3.0515804290771484
267,0.6233571171760559,-0.23997023701667786,-2.9237828254699707
268,0.6124150156974792,-0.28550201654434204,-2.9508206844329834
269,0.6137512922286987,-0.3609829545021057,-3.044037342071533
270,0.6448320150375366,-0.21401330828666687,-2.568964958190918
271,0.6887435913085938,-0.3409881591796875,-2.7689828872680664
272,0.6662681102752686,-0.2191513180732727,-2.708371639251709
273,0.5682152509689331,-0.3037950396537781,-2.9144599437713623
274,0.6634638905525208,-0.23778659105300903,-2.9854254722595215
275,0.5954447984695435,-0.2671371102333069,-2.8475611209869385
276,0.7196047902107239,-0.25306203961372375,-2.9692060947418213
277,0.5772956013679504,-0.2528216540813446,-2.7635722160339355
278,0.6078532338142395,-0.3217605650424957,-2.8886895179748535
279,0.5910971760749817,-0.3793073892593384,-2.6479763984680176
280,0.5941128134727478,-0.2747920751571655,-2.993597984313965
281,0.6595137119293213,-0.30930930376052856,-3.3128762245178223
282,0.6451766490936279,-0.23766230046749115,-2.7820723056793213
283,0.5702251195907593,-0.32571518421173096,-2.9411706924438477
284,0.6323544383049011,-0.3586103320121765,-2.956960439682007
285,0.6387680172920227,-0.21433277428150177,-2.997586250305176
286,0.7386599183082581,-0.25265777111053467,-2.8005874156951904
287,0.59620201587677,-0.29607507586479187,-2.9488534927368164
288,0.6625224351882935,-0.2722575068473816,-2.7482776641845703
289,0.6245001554489136,-0.3306039869785309,-2.853463888168335
290,0.6655390858650208,-0.32967129349708557,-2.7455615997314453
291,0.5822418332099915,-0.314839243888855,-2.795541286468506
292,0.6613230109214783,-0.28220805525779724,-2.863511800765991
293,0.6424053907394409,-0.2275463044643402,-2.87929630279541
294,0.6910321116447449,-0.29938313364982605,-3.0679149627685547
295,0.633577823638916,-0.25012484192848206,-2.924530029296875
296,0.6585684418678284,-0.12748226523399353,-2.8776187896728516
297,0.6619699597358704,-0.2529262900352478,-2.804502010345459
298,0.4994529187679291,-0.29676583409309387,-2.7920515537261963
299,0.6289676427841187,-0.33282801508903503,-2.8203847408294678
300,0.5526050329208374,-0.25981414318084717,-3.0658814907073975
301,0.6438573598861694,-0.2682502567768097,-2.970013380050659
302,0.5263917446136475,-0.26840686798095703,-2.733184337615967
303,0.5511932373046875,-0.3321000337600708,-2.9447314739227295
304,0.6270924210548401,-0.35440313816070557,-3.084498405456543
305,0.6379186511039734,-0.3039717972278595,-2.973519802093506
306,0.6420502066612244,-0.24162693321704865,-3.175388813018799
307,0.5548779368400574,-0.26041942834854126,-2.9395172595977783
308,0.6506553888320923,-0.3182916045188904,-2.8723063468933105
309,0.6116172075271606,-0.2771763801574707,-3.0268983840942383
310,0.6103265881538391,-0.30183982849121094,-2.8950743675231934
311,0.6442921757698059,-0.3519004285335541,-2.771010637283325
312,0.5860996246337891,-0.2230549305677414,-2.7727458477020264
313,0.6723870635032654,-0.22747142612934113,-2.8320040702819824
314,0.642761766910553,-0.2559068202972412,-3.1915736198425293
315,0.5877811312675476,-0.2815556228160858,-3.020808458328247
316,0.5935134291648865,-0.33529356122016907,-2.8658204078674316
317,0.5563092231750488,-0.3066633939743042,-2.862135410308838
318,0.7020692229270935,-0.33387452363967896,-2.639603614807129
319,0.6870507001876831,-0.2512601912021637,-3.0359787940979004
320,0.6369984149932861,-0.32144594192504883,-2.954667806625366
321,0.601240336894989,-0.24450086057186127,-2.970993995666504
322,0.6424716711044312,-0.22488346695899963,-2.9384055137634277
323,0.6307585835456848,-0.3257887065410614,-2.777155876159668
324,0.5885000228881836,-0.29428061842918396,-2.6966445446014404
325,0.6345999836921692,-0.29870688915252686,-2.8253815174102783
326,0.5828968286514282,-0.24960587918758392,-2.872952938079834
327,0.6165783405303955,-0.2256394475698471,-3.020371437072754
328,0.5349805951118469,-0.2606187164783478,-2.8576972484588623
329,0.5869570374488831,-0.2151608169078827,-2.839029550552368
330,0.6497945189476013,-0.2745550870895386,-3.1103265285491943
331,0.6044849157333374,-0.2830595374107361,-2.8823068141937256
332,0.6053265929222107,-0.28098881244659424,-2.6804654598236084
333,0.6137338876724243,-0.2582554221153259,-2.808187484741211
334,0.6048488616943359,-0.32566359639167786,-3.0420608520507812
335,0.6266975998878479,-0.2852182686328888,-3.0624630451202393
336,0.6611746549606323,-0.2362280786037445,-2.7785089015960693
337,0.5632315278053284,-0.2462967038154602,-2.8627984523773193
338,0.5551685094833374,-0.29710930585861206,-3.066464900970459
339,0.5797465443611145,-0.33199048042297363,-2.919620990753174
340,0.630304753780365,-0.2593095302581787,-3.110576868057251
341,0.5157380104064941,-0.3077032268047333,-2.7675135135650635
342,0.6775845289230347,-0.27167338132858276,-2.900463104248047
343,0.6410397887229919,-0.3085898160934448,-2.527710437774658
344,0.6494255661964417,-0.35129639506340027,-3.193789005279541
345,0.657261073589325,-0.32589244842529297,-2.7425272464752197
346,0.6655657887458801,-0.3448939025402069,-3.076084852218628
347,0.7083355784416199,-0.32874906063079834,-2.989485263824463
348,0.6540147066116333,-0.2900836169719696,-3.0589025020599365
349,0.6358163356781006,-0.20101021230220795,-2.9595305919647217
350,0.6257412433624268,-0.2751457393169403,-2.9122297763824463
351,0.5944598317146301,-0.18487471342086792,-2.871295690536499
352,0.5663453340530396,-0.24925744533538818,-2.9021213054656982
353,0.633002519607544,-0.24053065478801727,-2.8533554077148438
354,0.742549479007721,-0.24136003851890564,-2.946319341659546
355,0.6190795302391052,-0.3037562668323517,-2.7522618770599365
356,0.5975067615509033,-0.28880372643470764,-2.72735333442688
357,0.6868575215339661,-0.27811214327812195,-2.944139242172241
358,0.6300231218338013,-0.27337414026260376,-2.9838171005249023
359,0.6953707933425903,-0.27658721804618835,-2.7543845176696777
360,0.6386514902114868,-0.2524227499961853,-2.8305256366729736
361,0.5916835069656372,-0.22163942456245422,-2.7799901962280273
362,0.6156371831893921,-0.22539465129375458,-2.7675650119781494
363,0.5980499386787415,-0.23868989944458008,-2.787431478500366
364,0.6476045846939087,-0.19772383570671082,-3.018967866897583
365,0.6384512186050415,-0.22989514470100403,-2.936758518218994
366,0.6249118447303772,-0.2819175720214844,-2.562696933746338
367,0.6024150848388672,-0.2271980345249176,-2.8331830501556396
368,0.6682742238044739,-0.272297203540802,-3.038794755935669
369,0.5728068947792053,-0.17072318494319916,-2.9377472400665283
370,0.5851160287857056,-0.2672034800052643,-2.855839967727661
371,0.6231837868690491,-0.4015581011772156,-2.8542582988739014
372,0.6367031335830688,-0.27366235852241516,-2.9231340885162354
373,0.5913447737693787,-0.27732059359550476,-2.981920003890991
374,0.6469250917434692,-0.34492671489715576,-2.9897654056549072
375,0.5932669639587402,-0.2683693766593933,-2.969844102859497
376,0.6150962114334106,-0.276490718126297,-2.931915283203125
377,0.6620108485221863,-0.236406609416008,-2.758622169494629
378,0.5756092667579651,-0.3150623142719269,-2.8785252571105957
379,0.6557943224906921,-0.355837881565094,-2.7881264686584473
380,0.5448558926582336,-0.35583430528640747,-2.7364838123321533
381,0.679770827293396,-0.3705170452594757,-3.11704683303833
382,0.5995998382568359,-0.36837905645370483,-3.235743761062622
383,0.5736057758331299,-0.3432586193084717,-2.807065010070801
384,0.5588105320930481,-0.3218766450881958,-3.048678398132324
385,0.6533015966415405,-0.16719572246074677,-2.781999349594116
386,0.661078691482544,-0.2836158275604248,-2.884735107421875
387,0.6542168259620667,-0.23844897747039795,-3.133166551589966
388,0.6413414478302002,-0.2742758095264435,-2.9120066165924072
389,0.6657947301864624,-0.3011728525161743,-2.897432565689087
390,0.6280266046524048,-0.2134050726890564,-2.9177098274230957
391,0.6152440905570984,-0.26309436559677124,-2.989729881286621
392,0.6586198210716248,-0.21755093336105347,-2.7530527114868164
393,0.6288414597511292,-0.28251105546951294,-3.024026870727539
394,0.6397351026535034,-0.25009411573410034,-2.829503297805786
395,0.6410427093505859,-0.257924348115921,-2.7999284267425537
396,0.5930711030960083,-0.22611874341964722,-2.923846960067749
397,0.6640665531158447,-0.37606924772262573,-2.9879150390625
398,0.5804511308670044,-0.23075391352176666,-2.7762908935546875
399,0.5842450857162476,-0.3691796064376831,-2.999523878097534
400,0.5802103877067566,-0.318513959646225,-2.9117250442504883
401,0.621047854423523,-0.3325406312942505,-2.684798240661621
402,0.6215335130691528,-0.18884308636188507,-2.973653793334961
403,0.6011832356452942,-0.32084938883781433,-2.9848384857177734
404,0.5669845342636108,-0.28180310130119324,-3.0015573501586914
405,0.6465386152267456,-0.22754544019699097,-2.8284192085266113
406,0.6295871138572693,-0.39233875274658203,-2.8825955390930176
407,0.6379826664924622,-0.2929908335208893,-2.8573532104492188
408,0.5921118855476379,-0.3136161267757416,-2.725342273712158
409,0.6856842637062073,-0.2489883005619049,-3.045903205871582
410,0.6811978816986084,-0.29984259605407715,-3.066297769546509
411,0.6624282598495483,-0.2608777582645416,-2.9961836338043213
412,0.6164342164993286,-0.2389066219329834,-2.766746997833252
413,0.6839277148246765,-0.3704238533973694,-2.799776792526245
414,0.6444134712219238,-0.2446260303258896,-2.785557746887207
415,0.6454769968986511,-0.3061337471008301,-2.8491787910461426
416,0.6525631546974182,-0.2948474586009979,-2.831170082092285
417,0.6381635069847107,-0.30736875534057617,-2.744431734085083
