,subject,parameter,value,ID
91444,5,$\beta$,1.1432333940889619,01104
91445,6,$\beta$,1.3658135155163027,01118
91446,7,$\beta$,2.2892026265586303,01129
91447,8,$\beta$,2.557036351610741,01261
91448,9,$\beta$,2.0257024391383043,01268
91449,10,$\beta$,2.4690786671228007,01271
91450,11,$\beta$,1.3482235435834429,01272
91451,12,$\beta$,1.2718105700904077,01281
91452,13,$\beta$,2.610800538942475,01293
91453,14,$\beta$,1.2883878945485958,01323
91454,15,$\beta$,2.0268623703023017,01332
91455,16,$\beta$,1.9690737412338901,01334
91456,17,$\beta$,1.9590489492755123,01335
91457,18,$\beta$,0.8532938317838556,01344
91458,19,$\beta$,3.000244686942495,01351
91459,20,$\beta$,1.9803621910120728,01354
91460,21,$\beta$,2.052557522292172,01355
