,$\tilde{\beta}$,$\theta$
0,0.6195674538612366,-0.5280376672744751
1,0.6991779208183289,-0.4238651990890503
2,0.7036071419715881,-0.46465522050857544
3,0.7325260043144226,-0.5103315711021423
4,0.639813244342804,-0.5304214954376221
5,0.6304551362991333,-0.5164490938186646
6,0.7389541864395142,-0.4255080223083496
7,0.6409720778465271,-0.47047877311706543
8,0.6938205361366272,-0.4986099302768707
9,0.6171817183494568,-0.4670872688293457
10,0.6086043119430542,-0.5550622344017029
11,0.6602555513381958,-0.4635103642940521
12,0.7044923901557922,-0.5567447543144226
13,0.727130651473999,-0.5894268751144409
14,0.7073973417282104,-0.6153801679611206
15,0.6119548678398132,-0.3626653850078583
16,0.6655809283256531,-0.4343506395816803
17,0.6539130210876465,-0.4575550854206085
18,0.6826996207237244,-0.5136809349060059
19,0.7278293967247009,-0.4449334442615509
20,0.5830863118171692,-0.4807986319065094
21,0.710591197013855,-0.4383808970451355
22,0.666225254535675,-0.5229020118713379
23,0.6450749635696411,-0.42628878355026245
24,0.7527715563774109,-0.4354040026664734
25,0.6908015012741089,-0.5147055983543396
26,0.6686210036277771,-0.4766618013381958
27,0.6587957143783569,-0.5348418354988098
28,0.7142484188079834,-0.5467780828475952
29,0.706746518611908,-0.5865001082420349
30,0.6880203485488892,-0.4634520709514618
31,0.6886700987815857,-0.45175960659980774
32,0.686353862285614,-0.4874812364578247
33,0.6428382396697998,-0.38893723487854004
34,0.6219194531440735,-0.4042336940765381
35,0.5993183851242065,-0.41897353529930115
36,0.7437363862991333,-0.5147476196289062
37,0.6752451658248901,-0.5052179098129272
38,0.6843882203102112,-0.5174952149391174
39,0.5982483625411987,-0.5386471152305603
40,0.7272392511367798,-0.49607160687446594
41,0.6788485050201416,-0.5249797105789185
42,0.6823655366897583,-0.3818301558494568
43,0.6056817173957825,-0.5800265669822693
44,0.6979075074195862,-0.4436497390270233
45,0.7033534646034241,-0.44853535294532776
46,0.6738773584365845,-0.5081541538238525
47,0.7287363409996033,-0.5026794075965881
48,0.688750147819519,-0.5118165016174316
49,0.6290985941886902,-0.49379587173461914
50,0.5895634293556213,-0.40174946188926697
51,0.6732028126716614,-0.46474698185920715
52,0.7993321418762207,-0.4080965518951416
53,0.6907749772071838,-0.5297407507896423
54,0.7318498492240906,-0.4612519443035126
55,0.5994160771369934,-0.4536725580692291
56,0.5679821968078613,-0.4211920499801636
57,0.6965710520744324,-0.5252958536148071
58,0.6510505676269531,-0.5343207120895386
59,0.7084780335426331,-0.437636137008667
60,0.6557430624961853,-0.4719848930835724
61,0.6858241558074951,-0.6773877739906311
62,0.7048200368881226,-0.41455093026161194
63,0.7279677391052246,-0.4918228089809418
64,0.6993082761764526,-0.49024298787117004
65,0.7133526802062988,-0.6526442766189575
66,0.659548282623291,-0.3961077630519867
67,0.6418325901031494,-0.47831588983535767
68,0.650999903678894,-0.5245828628540039
69,0.7089644074440002,-0.6351315975189209
70,0.6735259294509888,-0.46948811411857605
71,0.5999011993408203,-0.44977056980133057
72,0.7155420780181885,-0.5405433773994446
73,0.7028033137321472,-0.5190160870552063
74,0.649309515953064,-0.49944156408309937
75,0.6623407602310181,-0.48749393224716187
76,0.6930034756660461,-0.4534481167793274
77,0.6867896318435669,-0.4356502294540405
78,0.7497881650924683,-0.43201202154159546
79,0.7183834910392761,-0.41949984431266785
80,0.6582919955253601,-0.5235249996185303
81,0.7611421942710876,-0.529446005821228
82,0.6250413656234741,-0.525789737701416
83,0.6780180931091309,-0.4361768662929535
84,0.7018759250640869,-0.5229426026344299
85,0.7221548557281494,-0.487491250038147
86,0.5912862420082092,-0.43451932072639465
87,0.6935903429985046,-0.44490206241607666
88,0.6727283596992493,-0.4775046110153198
89,0.7050608396530151,-0.4846920967102051
90,0.6891587972640991,-0.4163319170475006
91,0.6858341097831726,-0.5138713717460632
92,0.6869840025901794,-0.5315739512443542
93,0.6045974493026733,-0.5345599055290222
94,0.6722915768623352,-0.5299109816551208
95,0.7030004858970642,-0.3918977379798889
96,0.6230286359786987,-0.45585766434669495
97,0.7288614511489868,-0.5159943103790283
98,0.6725438833236694,-0.5215938687324524
99,0.5979637503623962,-0.5447062253952026
100,0.6841862797737122,-0.47604092955589294
101,0.6660930514335632,-0.6153691411018372
102,0.7021483778953552,-0.44613343477249146
103,0.6614102125167847,-0.5328620076179504
104,0.6301500201225281,-0.5705592632293701
105,0.6507579684257507,-0.5541827082633972
106,0.7607823610305786,-0.4730842411518097
107,0.7185081243515015,-0.40636157989501953
108,0.6290878653526306,-0.5328907370567322
109,0.6420556306838989,-0.5342631936073303
110,0.6117398738861084,-0.38974088430404663
111,0.6997805237770081,-0.5803033113479614
112,0.6976264715194702,-0.41335928440093994
113,0.6877322196960449,-0.527928352355957
114,0.6524567008018494,-0.4457462430000305
115,0.7640773057937622,-0.5178171396255493
116,0.6719058752059937,-0.6660991907119751
117,0.63276207447052,-0.42056190967559814
118,0.6770036220550537,-0.5350826978683472
119,0.6814975738525391,-0.5219547152519226
120,0.669297456741333,-0.4596595764160156
121,0.6104240417480469,-0.6273150444030762
122,0.6483821868896484,-0.4657474458217621
123,0.6996071934700012,-0.4692921042442322
124,0.6608240604400635,-0.411804735660553
125,0.6196058988571167,-0.4746555984020233
126,0.6539425253868103,-0.396489679813385
127,0.6166887283325195,-0.42562922835350037
128,0.7322969436645508,-0.39949408173561096
129,0.6941278576850891,-0.4850165545940399
130,0.6811438798904419,-0.558995246887207
131,0.6397662162780762,-0.46915528178215027
132,0.7042972445487976,-0.46821579337120056
133,0.6964871287345886,-0.4860883355140686
134,0.6940246820449829,-0.5167416930198669
135,0.6014567017555237,-0.470805823802948
136,0.6425601243972778,-0.45922356843948364
137,0.6110378503799438,-0.5511274337768555
138,0.6716823577880859,-0.5574095845222473
139,0.6715531349182129,-0.532342255115509
140,0.7574723362922668,-0.4688763916492462
141,0.7676939964294434,-0.564221203327179
142,0.6019273400306702,-0.44479769468307495
143,0.712649405002594,-0.5159780979156494
144,0.7036680579185486,-0.49872031807899475
145,0.7038859724998474,-0.44247302412986755
146,0.6605148911476135,-0.5423991680145264
147,0.6522266268730164,-0.46664535999298096
148,0.5961443185806274,-0.40912947058677673
149,0.6298537850379944,-0.4982289969921112
150,0.699084997177124,-0.42513927817344666
151,0.758124589920044,-0.4632365107536316
152,0.7011122107505798,-0.542175829410553
153,0.620877742767334,-0.6322956085205078
154,0.6776540875434875,-0.43347427248954773
155,0.6862804889678955,-0.42610228061676025
156,0.747093915939331,-0.55668044090271
157,0.6539326310157776,-0.4578121602535248
158,0.6896440386772156,-0.4919394850730896
159,0.6158368587493896,-0.4953508973121643
160,0.6541294455528259,-0.49333351850509644
161,0.693288266658783,-0.39560467004776
162,0.6233793497085571,-0.4698091149330139
163,0.7268775701522827,-0.5301217436790466
164,0.6677524447441101,-0.4119732975959778
165,0.60370272397995,-0.6285901069641113
166,0.6977845430374146,-0.5574354529380798
167,0.603870153427124,-0.530215322971344
168,0.6726668477058411,-0.6157758235931396
169,0.6655970811843872,-0.5163323283195496
170,0.624200165271759,-0.5419909954071045
171,0.7107780575752258,-0.5927509069442749
172,0.627742350101471,-0.4160315990447998
173,0.6595007181167603,-0.5446619391441345
174,0.6397206783294678,-0.4422493875026703
175,0.7036494612693787,-0.39099353551864624
176,0.6595985293388367,-0.4641075134277344
177,0.7014117240905762,-0.44779980182647705
178,0.6670936942100525,-0.424532413482666
179,0.665299117565155,-0.5103366374969482
180,0.6895791292190552,-0.4639684855937958
181,0.661783754825592,-0.4770275354385376
182,0.7187392711639404,-0.454656720161438
183,0.751484215259552,-0.5905836820602417
184,0.6125407814979553,-0.47372058033943176
185,0.6946975588798523,-0.4398466646671295
186,0.6603733897209167,-0.4977942109107971
187,0.7377004623413086,-0.4817085862159729
188,0.6583801507949829,-0.4347083568572998
189,0.7112831473350525,-0.5106690526008606
190,0.6510007977485657,-0.5160892009735107
191,0.7271654009819031,-0.5443945527076721
192,0.7012909650802612,-0.47716525197029114
193,0.6733736395835876,-0.47386980056762695
194,0.7292863726615906,-0.4267039895057678
195,0.6312314867973328,-0.561547577381134
196,0.7259300351142883,-0.556393563747406
197,0.6554136276245117,-0.3814302384853363
198,0.6361532211303711,-0.42539218068122864
199,0.650888979434967,-0.5821224451065063
200,0.7351925373077393,-0.4452681839466095
201,0.6492219567298889,-0.4485102891921997
202,0.6351351737976074,-0.3832116723060608
203,0.659706711769104,-0.5844857096672058
204,0.709162175655365,-0.49950316548347473
205,0.6101360321044922,-0.4385756254196167
206,0.640680730342865,-0.36951619386672974
207,0.7682082056999207,-0.48002228140830994
208,0.6338327527046204,-0.5084158778190613
209,0.7318325042724609,-0.49733051657676697
210,0.688003420829773,-0.5126506090164185
211,0.7130018472671509,-0.4371606707572937
212,0.6874964833259583,-0.5138956308364868
213,0.6325148940086365,-0.5372908711433411
214,0.6795352101325989,-0.47425058484077454
215,0.6557145118713379,-0.5064030289649963
216,0.6218060255050659,-0.5200737118721008
217,0.6231653094291687,-0.46460509300231934
218,0.626130998134613,-0.5063053369522095
219,0.6838762760162354,-0.4751414358615875
220,0.6337348222732544,-0.4806431829929352
221,0.695304811000824,-0.5670965909957886
222,0.6828961372375488,-0.5957551002502441
223,0.73336261510849,-0.5240765810012817
224,0.6904609203338623,-0.5032347440719604
225,0.7883548736572266,-0.5157046318054199
226,0.7032865285873413,-0.6160726547241211
227,0.6836351752281189,-0.37295034527778625
228,0.5639890432357788,-0.4682634174823761
229,0.6618861556053162,-0.5693198442459106
230,0.6428318023681641,-0.45387810468673706
231,0.6984501481056213,-0.4345252215862274
232,0.6673513650894165,-0.5179092288017273
233,0.6662905812263489,-0.5190844535827637
234,0.6922276020050049,-0.47383344173431396
235,0.7213160395622253,-0.4839790165424347
236,0.6912134289741516,-0.5607640743255615
237,0.6474131941795349,-0.49646449089050293
238,0.671698272228241,-0.5219603776931763
239,0.7202318906784058,-0.46558815240859985
240,0.6477470397949219,-0.5454090237617493
241,0.7176156640052795,-0.43895387649536133
242,0.628058671951294,-0.3895699381828308
243,0.6295916438102722,-0.29401493072509766
244,0.5770043134689331,-0.5073094964027405
245,0.6420400738716125,-0.4716047942638397
246,0.645052969455719,-0.4416061043739319
247,0.7594776749610901,-0.49825409054756165
248,0.7147050499916077,-0.5511521697044373
249,0.68656325340271,-0.5023449063301086
250,0.7313127517700195,-0.46089357137680054
251,0.680474042892456,-0.5219821929931641
252,0.6286811232566833,-0.6178517937660217
253,0.7403855323791504,-0.418315589427948
254,0.6891592741012573,-0.35110387206077576
255,0.6388434171676636,-0.42337578535079956
256,0.6532397866249084,-0.5243393778800964
257,0.6770597696304321,-0.34991127252578735
258,0.5841465592384338,-0.4678686857223511
259,0.6896423697471619,-0.3849464952945709
260,0.7300925850868225,-0.39812129735946655
261,0.7592227458953857,-0.5168511867523193
262,0.7296560406684875,-0.49903061985969543
263,0.7532851696014404,-0.39932364225387573
264,0.6913123726844788,-0.5197173357009888
265,0.6743288040161133,-0.42214730381965637
266,0.7282161712646484,-0.4742877185344696
267,0.687389612197876,-0.4771733582019806
268,0.6664472222328186,-0.5646407604217529
269,0.6097962856292725,-0.4670427739620209
270,0.652743399143219,-0.47810831665992737
271,0.6818138360977173,-0.4164913296699524
272,0.6617928743362427,-0.529975175857544
273,0.6202578544616699,-0.426247775554657
274,0.6355751752853394,-0.46649861335754395
275,0.6592978835105896,-0.398032546043396
276,0.6164683103561401,-0.3782246708869934
277,0.6738177537918091,-0.5734176635742188
278,0.6198964715003967,-0.5070006847381592
279,0.6621060967445374,-0.43944358825683594
280,0.7167489528656006,-0.4762763977050781
281,0.6212962865829468,-0.45223677158355713
282,0.7021618485450745,-0.5032054781913757
283,0.6514395475387573,-0.5770353674888611
284,0.6674930453300476,-0.33311188220977783
285,0.6787328124046326,-0.48305371403694153
286,0.7297369241714478,-0.4745033085346222
287,0.7008789777755737,-0.521672248840332
288,0.7205689549446106,-0.4988801181316376
289,0.65110182762146,-0.3942026197910309
290,0.6889578700065613,-0.5501160025596619
291,0.585055947303772,-0.43631935119628906
292,0.6317532062530518,-0.5372222661972046
293,0.6059591770172119,-0.4019974172115326
294,0.6887938976287842,-0.41659146547317505
295,0.6369190216064453,-0.42988860607147217
296,0.628786027431488,-0.49405092000961304
297,0.6665248870849609,-0.46635061502456665
298,0.6789997816085815,-0.4744374454021454
299,0.6402632594108582,-0.5635226964950562
300,0.5876660346984863,-0.5965181589126587
301,0.6231315732002258,-0.5184857249259949
302,0.6104878187179565,-0.4865923821926117
303,0.6718663573265076,-0.47194620966911316
304,0.6924977898597717,-0.43758153915405273
305,0.598151683807373,-0.4436867833137512
306,0.6546910405158997,-0.5034733414649963
307,0.6430414319038391,-0.5204014182090759
308,0.7061328887939453,-0.48302075266838074
309,0.5732037425041199,-0.3853829801082611
310,0.6634764671325684,-0.5846402049064636
311,0.7529812455177307,-0.6027650237083435
312,0.6332520842552185,-0.3640664219856262
313,0.7229072451591492,-0.5667934417724609
314,0.6348404288291931,-0.5041428804397583
315,0.648185133934021,-0.527894914150238
316,0.7309421300888062,-0.4315360188484192
317,0.6509968638420105,-0.4560074806213379
318,0.7726140022277832,-0.432328462600708
319,0.7272515892982483,-0.5757832527160645
320,0.633000910282135,-0.4654238224029541
321,0.6113845109939575,-0.5860958099365234
322,0.6696364283561707,-0.46122488379478455
323,0.6468439698219299,-0.4429453909397125
324,0.6615548729896545,-0.3663678467273712
325,0.6210709810256958,-0.47032567858695984
326,0.738504946231842,-0.48071417212486267
327,0.7391379475593567,-0.5439977049827576
328,0.723764181137085,-0.6009839773178101
329,0.7355685830116272,-0.47908490896224976
330,0.7059645652770996,-0.48639997839927673
331,0.6469994187355042,-0.4934726059436798
332,0.7336037755012512,-0.463096022605896
333,0.5469741821289062,-0.4952611029148102
334,0.7793997526168823,-0.5454818606376648
335,0.6241328120231628,-0.4616405665874481
336,0.6958289742469788,-0.5348551273345947
337,0.6754131317138672,-0.3872525691986084
338,0.6775210499763489,-0.4568576216697693
339,0.6710843443870544,-0.6271947026252747
340,0.6224721074104309,-0.45070910453796387
341,0.6915304660797119,-0.6258147954940796
342,0.669471263885498,-0.5096467137336731
