,0
0,10962.8025
1,10822.15
2,10647.27125
3,10582.9075
4,10580.0575
5,10521.89
6,10436.81125
7,10440.355625
8,10325.71
9,10218.293125
10,10211.891875
11,10150.009375
12,10094.451875
13,10061.215
14,9945.955625
15,9938.04125
16,9868.69
17,9843.230625
18,9759.205625
19,9780.599375
20,9680.186875
21,9624.275
22,9623.974375
23,9566.040625
24,9481.86
25,9465.015
26,9441.98
27,9408.8925
28,9341.5925
29,9276.28875
30,9307.61625
31,9213.079375
32,9189.828125
33,9160.575625
34,9100.73
35,9101.215625
36,9078.445625
37,8992.78375
38,9042.078125
39,8948.711875
40,8945.99625
41,8912.76125
42,8898.918125
43,8851.61125
44,8799.591875
45,8810.045
46,8766.401875
47,8770.446875
48,8735.19875
49,8730.87
50,8710.998125
51,8676.90375
52,8637.1975
53,8596.70375
54,8592.68125
55,8560.671875
56,8542.26375
57,8553.735625
58,8512.7325
59,8462.0
60,8512.89125
61,8439.885
62,8439.288125
63,8430.09125
64,8391.24625
65,8377.82875
66,8355.11125
67,8358.34875
68,8329.4575
69,8317.635625
70,8318.0875
71,8301.485
72,8290.438125
73,8263.019375
74,8263.755625
75,8220.899375
76,8228.85625
77,8208.17625
78,8200.701875
79,8197.723125
80,8183.391875
81,8143.490625
82,8145.343125
83,8126.90875
84,8132.78375
85,8127.931875
86,8121.78875
87,8095.295625
88,8093.7925
89,8089.44375
90,8075.26
91,8089.04125
92,8067.480625
93,8056.493125
94,8056.79
95,8048.3075
96,8019.308125
97,8035.360625
98,8016.566875
99,8001.35
100,7984.4575
101,8002.669375
102,7991.19125
103,7977.00125
104,7976.874375
105,7956.3
106,7966.09375
107,7934.845
108,7935.578125
109,7937.324375
110,7933.271875
111,7918.7925
112,7923.390625
113,7926.508125
114,7906.63
115,7900.701875
116,7886.7725
117,7891.415
118,7893.658125
119,7875.48125
120,7884.9
121,7865.991875
122,7862.0875
123,7865.348125
124,7868.36375
125,7854.64125
126,7845.60875
127,7848.71
128,7831.220625
129,7839.066875
130,7826.2
131,7823.6025
132,7825.600625
133,7817.549375
134,7815.5275
135,7823.211875
136,7800.36625
137,7790.420625
138,7791.388125
139,7800.055625
140,7787.618125
141,7792.345625
142,7780.36625
143,7788.9975
144,7773.385
145,7773.683125
146,7769.5775
147,7764.655
148,7765.110625
149,7762.73375
150,7764.729375
151,7750.755
152,7756.965
153,7755.27625
154,7742.53875
155,7742.28
156,7741.179375
157,7743.560625
158,7737.91
159,7738.2075
160,7719.483125
161,7734.154375
162,7716.50125
163,7718.90875
164,7720.375
165,7723.618125
166,7710.8425
167,7715.989375
168,7705.304375
169,7700.010625
170,7696.334375
171,7694.3175
172,7687.06875
173,7695.603125
174,7689.86125
175,7692.39375
176,7682.80125
177,7683.57625
178,7684.805
179,7681.286875
180,7682.901875
181,7681.854375
182,7678.25125
183,7668.175
184,7668.33125
185,7666.951875
186,7674.048125
187,7670.515625
188,7671.324375
189,7663.284375
190,7655.980625
191,7665.155625
192,7662.3225
193,7649.615
194,7649.588125
195,7638.92125
196,7644.931875
197,7649.26
198,7645.12875
199,7637.66125
200,7642.03375
201,7640.59
202,7647.586875
203,7640.1
204,7641.840625
205,7631.555
206,7628.18625
207,7627.63625
208,7626.78625
209,7622.87625
210,7631.75375
211,7629.06875
212,7625.668125
213,7619.509375
214,7613.740625
215,7621.6875
216,7615.06
217,7608.265
218,7614.91
219,7607.920625
220,7609.0625
221,7612.98125
222,7613.525
223,7605.09875
224,7603.613125
225,7597.74875
226,7607.896875
227,7598.5375
228,7596.001875
229,7596.64375
230,7595.963125
231,7597.895
232,7592.520625
233,7592.485
234,7590.413125
235,7587.786875
236,7588.685
237,7581.088125
238,7584.791875
239,7584.673125
240,7586.1325
241,7579.355
242,7571.3925
243,7582.276875
244,7575.110625
245,7576.281875
246,7572.301875
247,7573.140625
248,7576.16875
249,7569.684375
250,7568.02125
251,7562.75
252,7570.62
253,7561.34125
254,7562.255625
255,7566.439375
256,7562.809375
257,7561.154375
258,7558.71875
259,7561.8675
260,7559.889375
261,7562.12875
262,7556.64375
263,7561.4275
264,7548.63875
265,7551.99375
266,7550.539375
267,7551.38625
268,7549.71
269,7554.42375
270,7550.526875
271,7548.39625
272,7545.759375
273,7549.541875
274,7546.270625
275,7542.52
276,7545.63625
277,7543.665
278,7540.29875
279,7538.97875
280,7533.90125
281,7538.22
282,7537.679375
283,7536.725
284,7537.0875
285,7532.44625
286,7534.85125
287,7537.0625
288,7533.918125
289,7529.38
290,7528.54625
291,7528.291875
292,7528.48
293,7530.46625
294,7531.933125
295,7528.26375
296,7527.369375
297,7527.36875
298,7523.32125
299,7526.523125
300,7520.29875
301,7519.29125
302,7523.63375
303,7522.130625
304,7518.175625
305,7517.7525
306,7518.215
307,7520.10875
308,7520.15375
309,7514.465625
310,7511.69625
311,7515.598125
312,7510.8525
313,7512.638125
314,7517.010625
315,7508.456875
316,7513.94
317,7508.655625
318,7509.6475
319,7507.496875
320,7506.774375
321,7505.45875
322,7512.198125
323,7507.22375
324,7503.9375
325,7502.49
326,7506.088125
327,7501.47
328,7505.3525
329,7499.57
330,7503.375625
331,7500.163125
332,7501.709375
333,7500.39375
334,7498.084375
335,7499.84875
336,7496.43
337,7499.84625
338,7495.14875
339,7494.558125
